Comune,Provincia,Categoria,Classificazione,Denominazione,CAP,Indirizzo,Gestore,Città,Località,Telefono,FAX,Cellulare,Indirizzo internet,Indirizzo di posta elettronica,Codice ISTAT,Numero struttura,Longitudine,Latitudine,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,IL TIMONE,63039,,TONINO VINCENTI,SAN BENEDETTO DEL TRONTO,,0735-81874,,,info@hotelhauscharlotte.it,,44066,12369,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,IL TRITONE,63039,,ADELVAIS BALESTRA,SAN BENEDETTO DEL TRONTO,,735658367,,,,,44066,12373,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,IMPERIAL BEACH,63039,,UMBERTO CARBONI,SAN BENEDETTO DEL TRONTO,,0735-751158,,,info@hotelimperial.it,,44066,12367,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,KON TIKI,63039,viale trieste 7 7,PIERO CALVARESI,SAN BENEDETTO DEL TRONTO,,73585694,,,,,44066,12393,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA CONCHIGLIA,63039,viale trieste 1 1,FLORIANA DEL ZOMPO,SAN BENEDETTO DEL TRONTO,,3205590618,,3205590618,rosalba.rossi@laconchiglia.eu,,44066,12331,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA CROISETTE,63039,viale trieste 37 37,RUGGERO MIGNINI,SAN BENEDETTO DEL TRONTO,,73581842,,,andrea.conti.5@alice.it,,44066,12322,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA MEDUSA,63039,viale trieste 13 13,VINCENZO FANESI,SAN BENEDETTO DEL TRONTO,,73585619,,335321710,,,44066,12332,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA PROMENADE,63039,,NELLO TIZZONI,SAN BENEDETTO DEL TRONTO,,73586496,,,nellotizzoni@insinet.it,,44066,13092,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA SERENELLA,63039,viale trieste 1 1,SERAFINO NOVELLI,SAN BENEDETTO DEL TRONTO,,73583767,,,,,44066,12324,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA TELLINA,63039,lungomare marconi 11 11,ANITA ODDI,SAN BENEDETTO DEL TRONTO,,73585835,,,,,44066,12396,13.2228,43.7179,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LE 3 CARAVELLE,63039,viale trieste 33 33,ENRICO VARUOLO,SAN BENEDETTO DEL TRONTO,,735587345,,,,,44066,17134,13.2485,43.5215,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LE ANFORE,63039,viale marconi 1 1,MIRNA PALESTINI,SAN BENEDETTO DEL TRONTO,,73582300,,,alessandro_capriotti@libero.it,www.hotelgioia.it,44066,12370,13.0681,43.2391,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LIDO AZZURRO,63039,lungomare marconi 41 41,PIERINO SACCHINI,SAN BENEDETTO DEL TRONTO,,73584855,,,piersac@alice.it,,44066,12368,13.2246,43.7164,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,LIDO SABBIADORO,63039,VIALE EUROPA 29 29,MARCO MERLI,SAN BENEDETTO DEL TRONTO,,73582073,,3332963812,,,44066,13082,13.2164,43.7077,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,MALIBU,63039,,SILVIO SEBASTIANI,SAN BENEDETTO DEL TRONTO,,0735 657382; 333 8419148,,3338419148,sebastianisilvio@gmail.com,,44066,12326,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,ALLOGGI IN AFFITTO,Affittacamere,"MARIO AL BORGO ""LU MEDECHE PICCIONE"" GUEST HOUSE",63039,via Labirinto 11,GRAZIANO PICCIONI,SAN BENEDETTO DEL TRONTO,,,,339 5769325,www.marioalborgo.it,piccionigraziano@libero.it,44066,19060,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,MIRAMARE BEACH,63039,viale trieste 1 1,MARIA PIA MASCARETTI,SAN BENEDETTO DEL TRONTO,,73583839,,,,,44066,12323,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,MONELLO,63039,,AURORA MASCARETTI,SAN BENEDETTO DEL TRONTO,,,,,,,44066,12346,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,NEDIO,63039,via San Giacomo 53 53,ENIA RUGGIERI,SAN BENEDETTO DEL TRONTO,,0735 657604,,735657604,,,44066,12304,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,NETTUNO,63039,San Giacomo 37,ENRICA CIABATTONI,SAN BENEDETTO DEL TRONTO,,735659603,,,info@hotelposeidon.it,www.hotelposeidon.it,44066,12351,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,PAGODA BEACH,63039,viale Rinascimento 21 21,LEANDRO GAMBINI,SAN BENEDETTO DEL TRONTO,,0735 657978; 347 0687620,,3470687620,,,44066,13091,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,PETIT HOTEL,63039,,FRANCESCO SILVESTRI,SAN BENEDETTO DEL TRONTO,,735751856,735659283,,petit@petithotel.info,www.petithotel.info,44066,12395,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,PICCOLO LIDO,63039,viale Scipioni 47 47,VINCENZO PORTELLI,SAN BENEDETTO DEL TRONTO,,73582122,,,vporte@tin.it,,44066,12375,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,PIETRO,63039,lungomare marconi 1 1,PIETRO DEL ZOMPO,SAN BENEDETTO DEL TRONTO,,,,,,,44066,12308,13.2217,43.7187,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,PINGUINO,63039,viale Rinascimento 6 6,ADDOLORATA BIZZARRI,SAN BENEDETTO DEL TRONTO,,735659105,,,addolorata.bizzarri@alice.it,,44066,12340,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,RESIDENZE TURISTICO ALBERGHIERE,3 Stelle,RESIDENCE SETTEBELLO di ANGELLOTTI LEOPOLDO,63039,via dei Mille 21,23,LEOPOLDO ANGELLOTTI,SAN BENEDETTO DEL TRONTO,,735656541,735656541,3454273646,www.residencesettebello.it,info@residencesettebello.it,44066,16944,13.9029,42.9163,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,RIVABELLA,63039,VIALE EUROPA   17,RITA BRACCETTI,SAN BENEDETTO DEL TRONTO,,735781150,,,,,44066,13099,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,SABBIA,63039,lungomare marconi 1 1,BERNARDO LUIS DI EMIDIO,SAN BENEDETTO DEL TRONTO,,3484129808,,3484129808,,,44066,12394,13.2217,43.7187,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,SAPORE DI MARE,63039,viale trieste 29 29,NICOLA FILESI,SAN BENEDETTO DEL TRONTO,,0735-86215,,3482335442,,,44066,12329,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,SCOGLIERA,63039,lungomare marconi 41 41,ILLUMINATA DEL ZOMPO,SAN BENEDETTO DEL TRONTO,,3492996006,,,,,44066,12399,13.2246,43.7164,,,,,
San Benedetto del Tronto,ASCOLI PICENO,RESIDENZE TURISTICO ALBERGHIERE,4 Stelle,SMERALDO SUITES & SPA,63039,viale Rinascimento 141,ANTONIO PIERGALLINI,SAN BENEDETTO DEL TRONTO,,0735-615400,0735-615411,3357516091,www.smeraldosuitehotel.com,info@smeraldosuitehotel.com,44066,16397,,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,ALLOGGI IN AFFITTO,Affittacamere,SOLE & SALE,63039,via L. Luciani 46,b,IDA CIABATTONI,SAN BENEDETTO DEL TRONTO,,,,3400529133,,solesalesbt@gmail.com,44066,18318,,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,STELLA MARINA,63039,viale trieste 23 23,MARIA STELLA RICCI,SAN BENEDETTO DEL TRONTO,,735780936,73586227,3284243635,giuseppe.ricci54@tin.it,,44066,12365,12.9267,43.9075,,,,,
San Benedetto del Tronto,ASCOLI PICENO,STABILIMENTI BALNEARI,Stabilimenti Balneari,SUD-EST,63039,lungomare marconi 29 29,ELIO CORNACCHIA,SAN BENEDETTO DEL TRONTO,,73583072,,,,,44066,12372,13.2237,43.7171,,,,,
San Benedetto del Tronto,ASCOLI PICENO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,TAORMINA,63039,via Sacchini 1,VALTER VIRGILI,SAN BENEDETTO DEL TRONTO,,735,659331,9735,659331,349 8534679,www.hoteltaormina.it,info@hoteltaormina.it,44066,15886,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B IL BORGHETTO,61039,via Borghetto 11,ADRIANA SIMONCINI,SAN COSTANZO,borghetto,,,3806554104,,silvialip@libero.it,41051,16530,,,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B A CASA DI MAEL,61039,strada P.Nenni 4,6,IVAN BATTISTI,SAN COSTANZO,loc. Cerasa,,,393 9199140; 393 4822368,,acasadimael@gmail.com,41051,16059,,,,,,
San Costanzo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO COLOMBONI,61039,strada vencareto 25,EMANUELE COLOMBONI,SAN COSTANZO,SAN COSTANZO,,,335 7818244,www.agriturismocolomboni.it,agriturismocolomboni@gmail.com,41051,13823,13.0523,43.7476,,,,,
San Costanzo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO SAN MARTINO,61039,strada san martino 20,ALESSANDRO ROBERTI,SAN COSTANZO,SAN COSTANZO,3333309058,,3333309058,www.agriturismosanmartino.net,info@agriturismosanmartino.net,41051,15272,13.0912,43.7637,,,,,
San Costanzo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AZIENDA BARTOLACCI DI PIERINI MONICA E MATTEO,61039,strada del breccione 1,MONICA & MATTEO PIERINI,SAN COSTANZO,SAN COSTANZO,721930065,721930065,3481556011; 3481556010,www.bartolacci.it,agriturismo@bartolacci.it,41051,12485,13.0758,43747,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B CASA SORGENTE,61039,strada Acqua Sorgente 2,SONJA DE VRIES,SAN COSTANZO,SAN COSTANZO,,,3383981569,www.casasorgente.nl,info@casasorgente.nl,41051,14694,13.0687,43.7626,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B IL GLICINE,61039,strada san vitale 86,LUCA MARIA PARADISI,SAN COSTANZO,SAN COSTANZO,0721 950303,0721 865485,360 390018,,info@ilglicinefano.it,41051,14446,13.0511,43.7764,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,CAMPANELLI GIACOMO,61039,Strada San Costanzo Torrette 62,Giacomo Campanelli,SAN COSTANZO,SAN COSTANZO,,,,,,41051,18909,,,,,,,
San Costanzo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,DIVIN AMORE,61039,strada divino amore 1,CINZIA CINTI LUCIANI,SAN COSTANZO,SAN COSTANZO,0721 935011,721935907,328 6460879,www.agridivinamore.it,info@agridivinamore.it,41051,13785,13.0349,43.7503,,,,,
San Costanzo,PESARO E URBINO,TURISMO RURALE,Country House,LOCANDA LA BRECCIA,61039,strada delle caminate 43,ISABELLA CATTALANI,SAN COSTANZO,SAN COSTANZO,721935121,721935121,3333698966,www.locandalabreccia.com,info@locandalabreccia.com,41051,12045,13.0319,43.76,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,REDGEKKO B&B,61039,STRADA DI MEZZO 61,'MAURO CARMELO LAGANA''',SAN COSTANZO,SAN COSTANZO,7211832015,,3663194887,www.redgekko.onweb.it,bbredgekko@gmail.com,41051,18558,,,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,RIFINO MARCANTONIO,61039,Strada Mondolfo 42,Marcantonio Rifino,SAN COSTANZO,SAN COSTANZO,,,,,,41051,18910,,,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,VILLA BEATUS,61039,Via Tomba 36,Svein Kaare Wognild,SAN COSTANZO,SAN COSTANZO,0721 416708,,,www.sancostanzo.no,info@studi-associati.it,41051,18991,,,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,MOCK HARRY,61039,'LOCALITA'' SAN GIOVANNI IN VENCARETO 60',HARRY MOCK,SAN COSTANZO,SAN GIOVANNI IN VENCARETO,,,,,robertacastellani@libero.it,41051,18572,,,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B CASA UNO,61039,via Vincareto 51,ALISON MARGARET SCOTT,SAN COSTANZO,,,,3356864830,www.casa-uno.it,alisonscott@libero.it,41051,16723,,,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B GIORGINI MARINELLA,61039,strada Belvedere 1,MARINELLA GIORGINI,SAN COSTANZO,,0721 951127,,335 6275971,www.beb-marinella.jimdo.com,massimofranchini53@gmail.com,41051,17429,13619,43.5224,,,,,
San Costanzo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B VILLA DOLCE VITA,61039,via B. Croce  22,FAUSTO SILVESTRONI,SAN COSTANZO,,721950492,,3920331253,www.villadolcevitamarche.it,villadolcevitamarche@gmail.com,41051,16774,,,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,BALDELLI FLAVIA,61039,via Giovanni XXIII 3,FLAVIA BALDELLI,SAN COSTANZO,,721961409,,3664151899,,flavia.baldelli@icluod.com,41051,17807,,,,,,,
San Costanzo,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,DA PAOLO E MILENA,61039,,MILENA ORAZI,SAN COSTANZO,,0721 969730,,,,paul.esposto@libero.it,41051,17254,,,,,,,
San Ginesio,MACERATA,TURISMO RURALE,Country House,VILLA SABRINA,62026,Località Collina SNC,Lucilla Marcozzi,SAN GINESIO,COLLINA,,,3395824448,,lucillamarcozzi@gmail.com; info@bbvillasabrina.com,43046,19136,,,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,LA CESA,62026,contrada Ferrantini s.n. snc,STEFAN ORLANDI,SAN GINESIO,comtrada Ferrantini,733658545,,3339166770,www.lacesa.it,,43046,14320,,,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LA QUERCIA DELLA MEMORIA,62026,Contrada vallato snc,FEDERICA DI LUCA,SAN GINESIO,Contrada Vallato di San Ginesio,0733 694431,0733 694423,348 4768272,www.querciadellamemoria.it,crediawwf@gmail.com,43046,14322,13263,43.0532,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LA LOCANDA DELLA ROCCA,62026,,FEDERICA RUBICONDO,SAN GINESIO,loc. Rocca,,,328 226 7143,,locandadellarocca@gmail.com,43046,18191,,,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO LA TORRE,62026,contrada Torre di Morro 1,LA TORRE AGRITURISMO,SAN GINESIO,SAN GINESIO,,,,,,43046,15218,13.3382,43.1103,,,,,
San Ginesio,MACERATA,ALBERGHI,Alberghi 3 stelle,ALBERGO CENTRALE,62026,piazza A.Gentili 10,GIOVANNI GIARDINI,SAN GINESIO,SAN GINESIO,0733 653104,0733 653104,,www.albergocentralesanginesio.com,info@albergocentralesanginesio.com,43046,15706,13.3183,43.1083,,,,,
San Ginesio,MACERATA,OSTELLI PER LA GIOVENTU’,Ostelli,ANGOLO DI PARADISO,62026,contrada Vallato 51,FRANCO PALMIERI,SAN GINESIO,SAN GINESIO,733492229,,,www.angolodiparadiso.org,info@angolodiparadiso.org,43046,5421,13.2699,43.0617,,,,,
San Ginesio,MACERATA,AREE DI SOSTA (PLEIN AIR),Aree di sosta di eccellenza,AREA DI SOSTA CAMPER,62026,,AREA DI SOSTA AREA DI SOSTA CAMPER,SAN GINESIO,SAN GINESIO,733652056,733652056,,www.sanginesio.sinp.net,info@sanginesio.sinp.net,43046,15737,,,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,B&B CASA NOSTRA,62026,contrada Moline 1,MATTIA ARCIDIACONO,SAN GINESIO,SAN GINESIO,3358314977,734892934,3358314977,www.bbcasanostra.com,info@bbcasanostra.com,43046,14927,13.3437,43.0995,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,B&B CASAGATTI,62026,contrada Casagatti 27,PATRIZIA VIEL,SAN GINESIO,SAN GINESIO,0733 653154,,3381371439,,casagatti27@alice.it,43046,15306,13.3172,43.1082,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,B&B PAPI,62026,via picena 51,ROBERTA PAPI,SAN GINESIO,SAN GINESIO,733663415,,,,milepapi@tin.it,43046,35,13.3716,43.1153,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,BELLEBUONO,62026,contrada cesa cappuccini 17,RAFFAELE LAMBERTUCCI,SAN GINESIO,SAN GINESIO,0733 656296; 0733 652042,,333 6320821,www.agriturismobellebuono.it,marcello.lambertucci@libero.it,43046,12211,13.3208,43.1172,,,,,
San Ginesio,MACERATA,TURISMO RURALE,Attività ricettive rurali,COUNTRY HOUSE CERQUETO di MONICA MARIA HENRICA DE VEER,62026,c.da Gualduccio 1,MONICA MARIA HENRICA DE VEER,SAN GINESIO,SAN GINESIO,0733 1871400,,333 9791785,www.azienda-cerqueto.com,info@azienda-cerqueto.com,43046,16098,,,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,DORMI DA ME,62026,Corso Scipione Gentili 33,Franca Merelli,SAN GINESIO,SAN GINESIO,,,3284296731,,merellifranca1956@virgilio.it,43046,18947,,,,,,,
San Ginesio,MACERATA,OSTELLI PER LA GIOVENTU’,Ostelli,FORESTERIA COMUNALE,62026,zona Tinta 51,OSTELLO FORESTERIA,SAN GINESIO,SAN GINESIO,,,+39 339 6777370,http:,,www.ostellosanginesio.it,,roberto.ostello@hotmail.it,43046,15303,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,IL CASOLARE,62026,contrada Vallimestre 1,GIOVANNINO FEDELI,SAN GINESIO,SAN GINESIO,733656289,,,,il.casolare@tiscali.it,43046,12214,13.3138,43.1079,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,IL CASTELLANO,62026,contrada casagatti 32,MARIO MORLUPI,SAN GINESIO,SAN GINESIO,,,,,,43046,14323,13.3405,43.1357,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LA CIOPPA,62026,contrada gualduccio 3,AMELIA LA CIOPPA,SAN GINESIO,SAN GINESIO,0733 694265,,,www.lacioppa.it,info@lacioppa.it,43046,12213,13293,43.0957,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,LE RONDINI,62026,contrada cerreto 20,LUIGI PANAIOLI,SAN GINESIO,SAN GINESIO,733668844,,3388364257,www.lerondinidisanginesio.it,info@lerondinidisanginesio.it,43046,14281,13.3141,43.0782,,,,,
San Ginesio,MACERATA,ALBERGHI,Alberghi 1 stella,SAN LIBERATO,62026,contrada vallato 1,PROV.PICENA S. GIACOMO DELLA MARCA,SAN GINESIO,SAN GINESIO,733694103,,,,,43046,12207,13263,43.0532,,,,,
San Ginesio,MACERATA,TURISMO RURALE,Country House,SHAMBALA COUNTRY HOUSE,62026,via C. da Nocciano 29,PETER POULTER,SAN GINESIO,SAN GINESIO,,,,,info@shambala-retreat.com,43046,14217,,,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,SILVIA,62026,contrada santa croce 86,DIEGO LUCIANI,SAN GINESIO,SAN GINESIO,733656315,733656315,,,info@agriturismosilvia.it,43046,12210,13318,43.1057,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,VALLE DEL LUPO,62026,contrada santa maria 11,RENATA GENTILI,SAN GINESIO,SAN GINESIO,,7331870138,389 1447651,www.lobo.it,info@lobo.it,43046,15537,13298,43.1358,,,,,
San Ginesio,MACERATA,TURISMO RURALE,Country House,VILLA SIBILLINI,62026,contrada collalto 1,,SAN GINESIO,SAN GINESIO,390733653081,390733653081,393387013337,www.villasibillini.com,admin@villasibillini.com,43046,12225,13318,43.1212,,,,,
San Ginesio,MACERATA,CASE PER FERIE,Case per Ferie,SAN LIBERATO,62026,,,SAN GINESIO,SAN LIBERATO,733694103,733694103,,,,43046,5420,,,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,'BELLA VAL''LONE',62026,,KAREN ANNE STOREY,SAN GINESIO,,0733 1870813,,,www.bellavallone.com,info@bellavallone.com,43046,15802,,,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Affittacamere,'CARAVANSERRAGLIO L''ANTICO MILIARIO',62026,c.da Macchie  10,11,FILIPPO PACELLI,SAN GINESIO,,,,349 5707529,,filipacelli@libero.it,43046,18039,,,,,,
San Ginesio,MACERATA,TURISMO RURALE,Attività ricettive rurali,'PALAZZO MORICHELLI D''ALTEMPS',62026,corso Scipione Gentili 37,'MARCO ARISTIDE MORICHELLI D''ALTEMPS',SAN GINESIO,,0733 656171,06 77250970,335.8119620,www.palazzomorichellidaltemps.it,info@palazzomorichelli.it,43046,17347,,,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,B&B CASA FENICE,62026,'via Santa Maria d''Alto Cielo 45',PETER JOSEPH HALL,SAN GINESIO,,733653055,,,,petejhall33@hotmail.com,43046,16466,,,,,,,
San Ginesio,MACERATA,BED & BREAKFAST,BedBreakfast,B&B PHOENIX HOUSE,62026,via Santa Maria 45,JENNY HALL,SAN GINESIO,,733653055,,,,jennymhall@hotmail.com,43046,17061,,,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CAMPUGIANI GIAMMARIO,62026,,GIAMMARIO CAMPUGIANI,SAN GINESIO,,0733 672649,,,,,43046,13715,,,,,,,
San Ginesio,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CASA CAROTONDO DI FOULKES VANESSA TRINA,62026,c.da Cerreto 47,VANESSA TRINA FOULKES,SAN GINESIO,,733694443,,3338001481,http:,,www.carotondo.com,info@carotondo.com,43046,16784,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,INFINITI ORIZZONTI,62026,contrada Torre di Morro 27,MARIA TERESA ELEUTERI,SAN GINESIO,,,,349 7809749,,mariateresaeleuteri@virgilio.it,43046,16545,,,,,,,
San Ginesio,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,MIRYAM,62026,,MIRYAM CARDARELLI,SAN GINESIO,,733509109,,,,,43046,12209,,,,,,,
San Giorgio di Pesaro,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B LE TAMERICI,61030,strada Orcianense 91,GIUSEPPE PIFFER,SAN GIORGIO DI PESARO,SAN GIORGIO DI PESARO,721970544,,3339467729,www.letamerici.biz,info@letamerici.biz,41052,14400,12.9843,43.7071,,,,,
San Giorgio di Pesaro,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B SPICELLO di CINGOLANI SANDRO,61030,Strada Spicello 24,SANDRO CINGOLANI,SAN GIORGIO DI PESARO,SAN GIORGIO DI PESARO,721970302,,,www.cingolanisandro.it,info@cingolanisandro.it,41052,12486,13.0087,43.7257,,,,,
San Giorgio di Pesaro,PESARO E URBINO,CASE PER FERIE,Case per Ferie,'CASA RELIGIOSA DI OSPITALITA'' DON STEFANO LAMERA',61030,via Spicello snc,LUCIANO RADICI,SAN GIORGIO DI PESARO,,0721 970606,721864958,3357406100,,radiciluciano@tin.it,41052,16056,,,,,,,
San Giorgio di Pesaro,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,'L''ANNESSO',61030,via Tortolino 6,MARGHERITA BIANCHI,SAN GIORGIO DI PESARO,,,,338 6752000,,margherita1056@libero.it,41052,17020,,,,,,,
San Giorgio di Pesaro,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B MONTECUCCO,61030,Montecucco 15,ARMANDO ROBERTI,SAN GIORGIO DI PESARO,,721970150,,3332829055,,sabi.roberti@gmail.com,41052,18140,,,,,,,
San Lorenzo in Campo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B AL CASTELLO DI MONTALFOGLIO,61047,piazza San Martino 2,PAOLA FABBRI,SAN LORENZO IN CAMPO,MONTALFOGLIO,3395063934,,3395063934,www.montalfoglio.it,info@montalfoglio.it,41054,13986,12.9445,43.6041,,,,,
San Lorenzo in Campo,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B MONTANARI MARINA,61047,PIAZZA SAN MARTINO 14,MARINA MONTANARI,SAN LORENZO IN CAMPO,MONTALFOGLIO,,,3200340117,,info@locandasanmartino.it;,41054,18418,,,,,,,
San Lorenzo in Campo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO ANGELI,61047,via Caprile 15,ANGELO  ANGELI,SAN LORENZO IN CAMPO,SAN LORENZO IN CAMPO,71965214,,3207432524,,agriturismoangeli06@libero.it,41054,13976,12.9427,43607,,,,,
San Lorenzo in Campo,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO MIRALBELLO,61047,via Mazzalaio 36,FABIO CONTI,SAN LORENZO IN CAMPO,SAN LORENZO IN CAMPO,71966005,71966005,3483585621,www.agriturismomiralbello.it,info@agriturismomiralbello.it,41054,13977,12.9563,43604,,,,,
